"Tr.Date ","Detail ","Debit ","Credit ","Status ","TransNo "
2013/10/01,"{CrSale} 3202 47PS ",95125," "," ",18617
2013/10/01,"{CrSale} 3203 35PS ",110835," "," ",18620
2013/10/01,"{CrSale} 3204 30PS ",55530," "," ",18623
2013/10/01,"{CrSale} 3205 40PS ",92620," "," ",18626
2013/10/01,"{CrSale} 3206 73PS ",125295," "," ",18629
2013/10/01,"{CrSale} 3207 64PS ",100600," "," ",18632
2013/10/01,"{CrSale} 3208 97PS ",97000," "," ",18635
2013/10/12,"{CrSale} 3356 68ps ",139440," "," ",19310
2013/10/12,"{CrSale} 3355 116ps ",129980," "," ",19313
2013/10/12,"{CrSale} 3354 177ps ",127200," "," ",19316
2013/10/12,"{CrSale} 3353 103ps ",138085," "," ",19319
2013/10/22,"Cr CASH FOR (MY SEL RC)  "," ",100000," ",18988
2013/10/22,"Cr CASH  "," ",10000," ",19010
2013/10/24,"Cr CASH FOR RC CASH OF MY SELECTION  "," ",50000," ",19062
2013/10/24,"{CHQ} BILL "," ",26000,"Hand ",19077
2013/10/24,"{CrSale} 3375 71ps ",256885," "," ",19249
2013/10/26,"{CrSale} 3386 37ps ",45005," "," ",19218
2013/10/30,"{CrSale} 3229 30PS ",107630," "," ",19491
2013/11/19,"Cr CASH  "," ",100000," ",20142
2013/11/28,"{CrSale} 3471 107PS ",133665," "," ",20489
2013/11/28,"{CrSale} 3472 116PS ",145130," "," ",20493
2013/11/28,"{CrSale} 3473 109PS ",120815," "," ",20496
2013/11/28,"{CrSale} 3474 61PS ",74535," "," ",20499
2013/11/28,"{CrSale} 3475 180PS ",140450," "," ",20502
2013/11/28,"{CrSale} 3477 44PS ",240310," "," ",20508
2013/11/28,"{CrSale} 3478 49PS ",231995," "," ",20511
2013/11/28,"{CrSale} 3479 48PS ",199270," "," ",20514
2013/11/28,"{CrSale} 3480 45PS ",184935," "," ",20517
2013/11/28,"{CrSale} 3481 52PS ",189890," "," ",20520
2013/11/28,"{CrSale} 3482 54PS ",193230," "," ",20523
2013/11/28,"{CrSale} 3484 36PS ",73380," "," ",20529
2013/11/28,"{CrSale} 3485 36PS ",101580," "," ",20532
2013/11/28,"{CrSale} 3486 46PS ",91710," "," ",20535
2013/11/28,"{CrSale} 3487 46PS ",85070," "," ",20538
2013/11/28,"{CrSale} 3488 42PS ",69090," "," ",20541
2013/11/28,"{CrSale} 3489 36PS ",62400," "," ",20544
2013/11/28,"{CrSale} 3490 44PS ",151660," "," ",20547
2013/11/28,"{CrSale} 3491 77PS ",192655," "," ",20550
2013/11/28,"{CrSale} 3492 42PS ",88230," "," ",20553
2013/11/28,"{CrSale} 3493 41PS ",75155," "," ",20556
2013/11/28,"{CrSale} 3494 51PS ",80205," "," ",20559
2013/11/28,"{CrSale} 3495 74PS ",196230," "," ",20562
2013/11/28,"{CrSale} 3496 28PS ",97230," "," ",20565
2013/11/28,"{CrSale} 3511 44PS ",85900," "," ",20568
2013/11/28,"{CrSale} 3483 30ps ",86970," "," ",25556
2013/11/29,"Cr CASH  "," ",15000," ",20604
2013/12/05,"Dr CASH FRM MAN HOUSE OF FASHN  ",15300," "," ",20903
2013/12/11,"{CrSale} 3619 133ps ",109295," "," ",21648
2013/12/12,"Dr KM CASH (FOR RC CHQ SANTIKAS)  ",25000," "," ",21118
2013/12/13,"{CrSale} 3572 120PS ",78510," "," ",21591
2013/12/19,"Dr RC - 642490  ",26000," "," ",21215
2013/12/19,"{CrSale} 3753 19PS ",56715," "," ",21345
2013/12/20,"Dr CASH  ",25000," "," ",21238
2013/12/21,"{CrSale} 3763 207PS ",322585," "," ",21309
2013/12/21,"{CrSale} 3762 182PS ",312220," "," ",21312
2013/12/30,"Dr CASH FOR RC 25+25  ",50000," "," ",21794
2014/01/09,"Cr CASH FOR RC  "," ",120000," ",22125
2014/02/05,"Dr CASH  ",350000," "," ",22630
2014/02/18,"Dr CASH DS ON PEOPLES BANK  ",200000," "," ",24115
2014/02/21,"Dr GOODDS FRM MARYAMS  ",178090," "," ",23002
2014/02/24,"Dr CASH  ",30000," "," ",23033
2014/02/25,"Dr CASH KM  (DEPOSITED ON SEYLAN JOIN AC)  ",150000," "," ",23064
2014/02/26,"Dr CASH FOR PPLS BANK DS FOR CHQ  ",71500," "," ",23083
2014/03/03,"Dr CAHS KM  ",30000," "," ",23215
2014/03/04,"Dr CASH FOR CHQ DS ON SEYLAN J.A/C  ",50000," "," ",23274
2014/03/04,"Dr CASH DS ON SEY J A/C  ",115000," "," ",23279
2014/03/10,"Dr CASH KM FRM SEYLAN DAM  ",250000," "," ",23547
2014/03/11,"Dr GOODS FRM MY SEL  ",1297245," "," ",25321
2014/03/18,"{CrSalRtn} 4011 41ps "," ",108750," ",24188
2014/03/18,"{CrSalRtn} 4012 127ps "," ",90185," ",24191
2014/03/18,"{CrSalRtn} 4013 shirts 384ps "," ",627530," ",24194
2014/03/19,"{CrSalRtn} 4016 24ps "," ",32210," ",24469
2014/03/19,"{CrSalRtn} 4014 86ps "," ",100150," ",24475
2014/03/23,"{CrSalRtn} 4022  "," ",129185," ",24452
2014/03/24,"{CrSalRtn} 4029 66ps "," ",146910," ",24430
2014/03/24,"{CrSalRtn} 4028 104ps "," ",375520," ",24434
2014/03/24,"{CrSalRtn} 4027  "," ",422340," ",24437
2014/03/24,"{CrSalRtn} 4026 52ps "," ",151635," ",24440
2014/03/24,"{CrSalRtn} 4025  "," ",77400," ",24443
2014/03/24,"{CrSalRtn} 4024  "," ",113570," ",24446
2014/03/24,"{CrSalRtn} 4023  "," ",75170," ",24449
2014/03/25,"{CrSale} 4092 19PS ",20515," "," ",24328
2014/03/25,"{CrSale} 4091 32PS ",81100," "," ",24331
2014/03/25,"Dr CASH FOR MAHARAGAMA TRANSPORT  ",2500," "," ",24541
2014/03/26,"{CrSale} 4098 107PS ",122595," "," ",24636
2014/03/27,"Cr CASH\\ 25-3-14  "," ",13000," ",24549
2014/03/27,"Cr CASH  "," ",31500," ",24551
2014/03/27,"{CrSale} 3999 100PS ",142210," "," ",24685
2014/03/27,"{CrSale} 3997 28PS ",184255," "," ",24691
2014/03/29,"Cr CASH  "," ",43600," ",24838
2014/04/01,"Cr CASH  "," ",42000," ",24876
2014/04/01,"DrC ASH FOR ACNT CLS & STP PAYMENT 20+  ",122000," "," ",24883
2014/04/01,"Cr CASH FRM LEAVES TC  "," ",15000," ",24886
2014/04/01,"Dr CASH FOR BAG OLD  ",270000," "," ",24887
2014/04/03,"Cr CASH  "," ",25000," ",24938
2014/04/04,"{CrSalRtn} 4041 76ps "," ",205320," ",25087
2014/04/04,"{CrSalRtn} 4040 137ps "," ",286125," ",25091
2014/04/04,"Cr CAHS  "," ",30000," ",25477
2014/04/05,"{CrSalRtn} 4048 30ps "," ",126555," ",25348
2014/04/05,"{CrSalRtn} 4047 50ps "," ",233600," ",25351
2014/04/05,"{CrSalRtn} 4046 63ps "," ",263105," ",25354
2014/04/05,"{CrSalRtn} 4045 64ps "," ",262050," ",25357
2014/04/05,"{CrSalRtn} 4044 66ps "," ",314330," ",25360
2014/04/05,"{CrSalRtn} 4043 53ps "," ",260475," ",25363
2014/04/05,"{CrSalRtn} 4042 76ps "," ",347000," ",25366
2014/04/05,"Cr CAHS  "," ",32000," ",25475
2014/04/05,"{CrSalRtn} 4049 99ps "," ",98050," ",25483
2014/04/07,"{CrSale} 4237 85PS ",118055," "," ",25173
2014/04/07,"Cr CASH  "," ",52000," ",25195
2014/04/07,"Cr CASH  "," ",25000," ",25208
2014/04/08,"Cr CASH  "," ",60000," ",25225
2014/04/09,"Cr CASH  "," ",72000," ",25264
2014/04/10,"Cr CASH  "," ",84000," ",25289
2014/04/11,"Dr  BANK INTEST FOR FEB&MAR (60+60)  ",120000," "," ",25322
2014/04/11,"Cr CASH  "," ",157000," ",25325
2014/04/12,"Cr CAHS  "," ",218000," ",25473
2014/04/16,"Cr CAHS  "," ",18500," ",25472
2014/04/21,"Cr CASH  "," ",28000," ",25417
2014/04/21,"Cr CASH  "," ",152000," ",25420
2014/04/21,"Cr CASH  "," ",300000," ",25446
2014/04/21,"Cr CASH  "," ",10000," ",25468
2014/04/21,"cR cash  "," ",88000," ",25470
2014/04/21,"Dr CASH FOR CAMERA BALANCE  ",70000," "," ",25551
2014/04/24,"Cr CASH  "," ",15000," ",25576
2014/04/25,"Cr CASH  "," ",28000," ",25654
2014/04/25,"Cr CAS  "," ",28000," ",25670
2014/04/25,"Cr SORTAGE 1 PS  "," ",3380," ",25671
2014/04/29,"Cr CASH  "," ",9000," ",25709
2014/04/29,"Cr CASH  "," ",10000," ",25711
2014/04/29,"Cr CASH  "," ",31500," ",25716
2014/04/29,"{CHQ} BILL "," ",12250,"Hand ",25721
2014/05/03,"Dr CASH 1-5-14  ",15000," "," ",25798
2014/05/06,"{CrSalRtn} 4566  "," ",522865," ",26053
2014/05/12,"{CrSalRtn} 4569  "," ",307683," ",26046
2014/06/04,"Dr CASH FOR RC ( MAHARAGAMA NISANKA)  ",130000," "," ",26557
2014/06/04,"Dr FAMILY CHOICE RC  ",244100," "," ",26565
2014/07/07,"Cr CASH (6-7-14)  "," ",48000," ",27892
2014/07/16,"{CrSale} 4517 143ps ",163600," "," ",28084
2014/07/22,"Dr CASH  ",5000," "," ",29578
2014/07/24,"Cr CASH  "," ",50000," ",29601
2014/07/26,"Cr CASH  "," ",107850," ",29507
2014/07/28,"Dr SALARY FOR JAWSAN  ",66330," "," ",33431
2014/08/06,"Cr CASH  "," ",34000," ",29451
2014/08/31,"Cr DISCOUNT  "," ",4860252," ",34308
2014/09/18,"{CrSalRtn} 4750 RTND GOODS "," ",1456700," ",30322
2014/11/10,"Cr CASH  "," ",31300," ",32327
" "," "," "," "," "," "
" "," ",,," "," "
2017/04/05,"Closing Balance "," ",0," "," "
" "," ",,," "," "
" "," "," "," "," "," "
" "," "," "," "," "," "
" "," "," "," "," "," "
"A/C: 1205 ","A/C Name : LEAVES TRINCOMALE,     TRINCOMALEE   ","From Date: 4/5/2012 ","To Date: 4/5/2017 "," "," "
